team_comp,unlock_synergies,score,ratio
Braum/Ezreal/Leona/Olaf/Sejuani/Yone,5,5,0.56
Braum/Ezreal/Leona/Olaf/Skarner/Twitch,5,5,0.56
Braum/Ezreal/Leona/Olaf/Skarner/Yone,5,5,0.62
Braum/Ezreal/Leona/Olaf/Sylas/Twitch,5,5,0.5
Braum/Ezreal/Leona/Olaf/Sylas/Yone,5,5,0.56
Braum/Ezreal/Leona/Olaf/Twitch/Wukong,5,5,0.56
Braum/Ezreal/Leona/Olaf/Twitch/Yone,6,6,0.75
Braum/Ezreal/Leona/Olaf/Varus/Yone,5,5,0.62
Braum/Ezreal/Leona/Qiyana/Rengar/Twitch,5,5,0.62
Braum/Ezreal/Leona/Qiyana/Twitch/Yone,5,5,0.62
Braum/Ezreal/Leona/Twitch/Wukong/Yone,5,5,0.62
Braum/Ezreal/Lillia/Nasus/Nunu/Twitch,5,5,0.56
Braum/Ezreal/Lillia/Nasus/Qiyana/Sejuani,5,5,0.56
Braum/Ezreal/Lillia/Nasus/Qiyana/Twitch,5,5,0.56
Braum/Ezreal/Lillia/Nasus/Rell/Twitch,5,5,0.56
Braum/Ezreal/Lillia/Nasus/Sejuani/Twitch,5,6,0.62
Braum/Ezreal/Lillia/Nasus/Sejuani/Varus,5,5,0.56
Braum/Ezreal/Lillia/Nunu/Qiyana/Twitch,5,5,0.56
Braum/Ezreal/Lillia/Nunu/Rakan/Twitch,5,5,0.5
Braum/Ezreal/Lillia/Nunu/Twitch/Yone,5,5,0.56
Braum/Ezreal/Lillia/Nunu/Twitch/Zac,5,5,0.56
Braum/Ezreal/Lillia/Qiyana/Rakan/Sejuani,5,5,0.5
Braum/Ezreal/Lillia/Qiyana/Rakan/Twitch,5,5,0.5
Braum/Ezreal/Lillia/Qiyana/Rell/Rengar,5,5,0.62
Braum/Ezreal/Lillia/Qiyana/Rell/Twitch,5,5,0.56
Braum/Ezreal/Lillia/Qiyana/Rengar/Sejuani,5,5,0.56
Braum/Ezreal/Lillia/Qiyana/Sejuani/Twitch,5,6,0.62
Braum/Ezreal/Lillia/Qiyana/Sejuani/Varus,5,5,0.56
Braum/Ezreal/Lillia/Qiyana/Sejuani/Zac,5,5,0.56
Braum/Ezreal/Lillia/Qiyana/Twitch/Zac,5,5,0.56
Braum/Ezreal/Lillia/Rakan/Rell/Twitch,5,5,0.5
Braum/Ezreal/Lillia/Rakan/Sejuani/Senna,5,5,0.5
Braum/Ezreal/Lillia/Rakan/Sejuani/Seraphine,5,5,0.45
Braum/Ezreal/Lillia/Rakan/Sejuani/Sett,5,5,0.5
Braum/Ezreal/Lillia/Rakan/Sejuani/Twitch,5,6,0.56
Braum/Ezreal/Lillia/Rakan/Sejuani/Varus,5,5,0.5
Braum/Ezreal/Lillia/Rakan/Senna/Twitch,5,5,0.5
Braum/Ezreal/Lillia/Rakan/Seraphine/Twitch,5,5,0.45
Braum/Ezreal/Lillia/Rakan/Sett/Twitch,5,5,0.5
Braum/Ezreal/Lillia/Rell/Rengar/Twitch,5,5,0.56
Braum/Ezreal/Lillia/Rell/Twitch/Zac,5,5,0.56
Braum/Ezreal/Lillia/Sejuani/Twitch/Zac,5,6,0.62
Braum/Ezreal/Lillia/Sejuani/Varus/Zac,5,5,0.56
Braum/Ezreal/Malphite/Nasus/Olaf/Twitch,5,5,0.56
Braum/Ezreal/Malphite/Olaf/Qiyana/Twitch,5,5,0.56
Braum/Ezreal/Malphite/Olaf/Rakan/Twitch,5,5,0.5
Braum/Ezreal/Malphite/Olaf/Twitch/Wukong,5,5,0.56
Braum/Ezreal/Malphite/Olaf/Twitch/Yone,5,5,0.56
Braum/Ezreal/Malphite/Olaf/Twitch/Zac,5,5,0.62
Braum/Ezreal/Nasus/Olaf/Qiyana/Twitch,5,5,0.56
Braum/Ezreal/Nasus/Olaf/Skarner/Twitch,5,5,0.56
Braum/Ezreal/Nasus/Olaf/Sylas/Twitch,5,5,0.5
Braum/Ezreal/Nasus/Olaf/Twitch/Wukong,5,5,0.56
Braum/Ezreal/Nasus/Olaf/Twitch/Yone,5,5,0.56
Braum/Ezreal/Nasus/Qiyana/Rengar/Twitch,5,5,0.62
Braum/Ezreal/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Braum/Ezreal/Nunu/Olaf/Twitch/Yone,5,5,0.56
Braum/Ezreal/Olaf/Qiyana/Rakan/Twitch,5,5,0.5
Braum/Ezreal/Olaf/Qiyana/Skarner/Twitch,5,5,0.56
Braum/Ezreal/Olaf/Qiyana/Twitch/Zac,5,5,0.56
Braum/Ezreal/Olaf/Rakan/Senna/Twitch,5,5,0.5
Braum/Ezreal/Olaf/Rakan/Seraphine/Twitch,5,5,0.45
Braum/Ezreal/Olaf/Rakan/Sett/Twitch,5,5,0.5
Braum/Ezreal/Olaf/Rakan/Skarner/Twitch,5,5,0.5
Braum/Ezreal/Olaf/Rakan/Sylas/Twitch,5,5,0.45
Braum/Ezreal/Olaf/Rakan/Twitch/Wukong,5,5,0.5
Braum/Ezreal/Olaf/Rakan/Twitch/Yone,5,5,0.5
Braum/Ezreal/Olaf/Skarner/Twitch/Wukong,5,5,0.56
Braum/Ezreal/Olaf/Skarner/Twitch/Yone,5,5,0.56
Braum/Ezreal/Olaf/Skarner/Twitch/Zac,5,5,0.56
Braum/Ezreal/Olaf/Sylas/Twitch/Zac,5,5,0.5
Braum/Ezreal/Olaf/Twitch/Wukong/Zac,5,5,0.56
Braum/Ezreal/Olaf/Twitch/Yone/Zac,5,5,0.56
Braum/Ezreal/Qiyana/Rakan/Rengar/Twitch,5,5,0.56
Braum/Ezreal/Qiyana/Rakan/Senna/Twitch,5,5,0.56
Braum/Ezreal/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Braum/Ezreal/Qiyana/Rell/Rengar/Twitch,5,5,0.62
Braum/Ezreal/Qiyana/Rengar/Twitch/Zac,5,5,0.62
Braum/Ezreal/Rakan/Senna/Seraphine/Twitch,5,5,0.5
Braum/Ezreal/Rakan/Senna/Twitch/Zeri,5,5,0.56
Braum/Ezreal/Rakan/Sett/Twitch/Volibear,5,5,0.56
Braum/Gnar/Jax/Leona/Olaf/Wukong,5,5,0.62
Braum/Gnar/Jax/Leona/Olaf/Yone,5,5,0.62
Braum/Gnar/Jax/Nasus/Olaf/Wukong,5,5,0.71
Braum/Gnar/Jax/Nidalee/Olaf/Wukong,5,5,0.62
Braum/Gnar/Jax/Olaf/Rakan/Wukong,5,5,0.56
Braum/Gnar/Jax/Olaf/Sejuani/Wukong,5,5,0.56
Braum/Gnar/Jax/Olaf/Twitch/Wukong,5,5,0.56
Braum/Gnar/Jax/Olaf/Wukong/Zac,5,5,0.62
Braum/Gnar/Leona/Lillia/Nidalee/Nunu,5,5,0.62
Braum/Gnar/Leona/Lillia/Nidalee/Sejuani,5,5,0.56
Braum/Gnar/Leona/Lillia/Nunu/Sejuani,5,6,0.62
Braum/Gnar/Leona/Lillia/Nunu/Twitch,5,5,0.56
Braum/Gnar/Leona/Lillia/Sejuani/Yone,5,5,0.56
Braum/Gnar/Leona/Malphite/Olaf/Yone,5,5,0.62
Braum/Gnar/Leona/Nidalee/Nunu/Sejuani,5,5,0.62
Braum/Gnar/Leona/Nidalee/Olaf/Yone,5,5,0.62
Braum/Gnar/Leona/Nunu/Olaf/Sejuani,5,5,0.56
Braum/Gnar/Leona/Olaf/Sejuani/Yone,5,5,0.56
Braum/Gnar/Leona/Olaf/Skarner/Yone,5,5,0.62
Braum/Gnar/Leona/Olaf/Sylas/Yone,5,5,0.56
Braum/Gnar/Leona/Olaf/Twitch/Yone,5,5,0.56
Braum/Gnar/Lillia/Nasus/Nidalee/Sejuani,5,5,0.56
Braum/Gnar/Lillia/Nidalee/Rakan/Sejuani,5,5,0.5
Braum/Gnar/Lillia/Nidalee/Sejuani/Zac,5,5,0.56
Braum/Gnar/Lillia/Rakan/Sejuani/Senna,5,5,0.5
Braum/Gnar/Lillia/Rakan/Sejuani/Seraphine,5,5,0.45
Braum/Gnar/Lillia/Rakan/Sejuani/Sett,5,5,0.5
Braum/Gnar/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Braum/Jax/Kai'sa/Karma/Olaf/Wukong,5,5,0.62
Braum/Jax/Kai'sa/Leona/Olaf/Yone,5,5,0.56
Braum/Jax/Kai'sa/Nasus/Olaf/Volibear,5,5,0.62
Braum/Jax/Kai'sa/Olaf/Rakan/Sett,5,5,0.5
Braum/Jax/Karma/Lee Sin/Olaf/Wukong,5,5,0.62
Braum/Jax/Karma/Leona/Olaf/Wukong,5,5,0.62
Braum/Jax/Karma/Leona/Olaf/Yone,5,5,0.62
Braum/Jax/Karma/Nasus/Olaf/Volibear,5,5,0.71
Braum/Jax/Karma/Nasus/Olaf/Wukong,5,5,0.71
Braum/Jax/Karma/Olaf/Rakan/Sett,5,5,0.56
Braum/Jax/Karma/Olaf/Rakan/Wukong,5,5,0.56
Braum/Jax/Karma/Olaf/Sejuani/Wukong,5,5,0.56
Braum/Jax/Karma/Olaf/Sett/Wukong,5,5,0.62
Braum/Jax/Karma/Olaf/Twitch/Wukong,5,5,0.56
Braum/Jax/Karma/Olaf/Volibear/Wukong,5,5,0.71
Braum/Jax/Karma/Olaf/Wukong/Zac,5,5,0.62
Braum/Jax/Lee Sin/Leona/Olaf/Yone,5,5,0.56
Braum/Jax/Lee Sin/Nasus/Olaf/Volibear,5,5,0.62
Braum/Jax/Lee Sin/Olaf/Rakan/Sett,5,5,0.5
Braum/Jax/Leona/Lillia/Nunu/Olaf,5,5,0.56
Braum/Jax/Leona/Lillia/Olaf/Sejuani,5,5,0.5
Braum/Jax/Leona/Lillia/Olaf/Yone,5,5,0.56
Braum/Jax/Leona/Lillia/Sejuani/Yone,5,5,0.5
Braum/Jax/Leona/Lux/Olaf/Yone,5,5,0.56
Braum/Jax/Leona/Malphite/Olaf/Yone,5,5,0.62
Braum/Jax/Leona/Nasus/Olaf/Yone,5,5,0.71
Braum/Jax/Leona/Nidalee/Olaf/Yone,5,5,0.56
Braum/Jax/Leona/Nunu/Olaf/Yone,5,5,0.62
Braum/Jax/Leona/Olaf/Qiyana/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Rakan/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Rell/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Rengar/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Sejuani/Yone,6,6,0.67
Braum/Jax/Leona/Olaf/Senna/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Seraphine/Yone,5,5,0.5
Braum/Jax/Leona/Olaf/Sett/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Skarner/Yone,5,5,0.62
Braum/Jax/Leona/Olaf/Sylas/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Taliyah/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Twitch/Varus,5,5,0.5
Braum/Jax/Leona/Olaf/Twitch/Yone,6,6,0.67
Braum/Jax/Leona/Olaf/Varus/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Vladimir/Yone,5,5,0.56
Braum/Jax/Leona/Olaf/Volibear/Yone,5,5,0.62
Braum/Jax/Leona/Olaf/Wukong/Yone,5,5,0.71
Braum/Jax/Leona/Olaf/Yone/Zac,5,5,0.62
Braum/Jax/Leona/Olaf/Yone/Zeri,5,5,0.56
Braum/Jax/Leona/Olaf/Yone/Zyra,5,5,0.56
Braum/Jax/Lillia/Lux/Sejuani/Sylas,5,5,0.5
Braum/Jax/Lillia/Nasus/Olaf/Sejuani,5,5,0.56
Braum/Jax/Lillia/Nasus/Sejuani/Volibear,5,5,0.56
Braum/Jax/Lillia/Nunu/Olaf/Yone,5,5,0.56
Braum/Jax/Lillia/Olaf/Rakan/Sejuani,5,5,0.45
Braum/Jax/Lillia/Olaf/Sejuani/Wukong,5,5,0.56
Braum/Jax/Lillia/Olaf/Sejuani/Yone,5,5,0.5
Braum/Jax/Lillia/Olaf/Sejuani/Zac,5,5,0.5
Braum/Jax/Lillia/Rakan/Sejuani/Senna,5,5,0.45
Braum/Jax/Lillia/Sejuani/Sylas/Taliyah,5,5,0.5
Braum/Jax/Nasus/Nunu/Olaf/Yone,5,5,0.62
Braum/Jax/Nasus/Olaf/Sejuani/Volibear,5,5,0.56
Braum/Jax/Nasus/Olaf/Sejuani/Yone,5,5,0.56
Braum/Jax/Nasus/Olaf/Sett/Volibear,5,5,0.62
Braum/Jax/Nasus/Olaf/Twitch/Varus,5,5,0.56
Braum/Jax/Nasus/Olaf/Twitch/Volibear,5,5,0.56
Braum/Jax/Nasus/Olaf/Twitch/Yone,5,5,0.56
Braum/Jax/Nasus/Olaf/Volibear/Wukong,5,5,0.71
Braum/Jax/Nasus/Olaf/Volibear/Yone,5,5,0.62
Braum/Jax/Nunu/Olaf/Rakan/Yone,5,5,0.5
Braum/Jax/Nunu/Olaf/Rell/Yone,5,5,0.56
Braum/Jax/Nunu/Olaf/Sejuani/Yone,6,6,0.67
Braum/Jax/Nunu/Olaf/Twitch/Yone,5,5,0.5
Braum/Jax/Nunu/Olaf/Yone/Zac,5,5,0.56
Braum/Jax/Olaf/Rakan/Sejuani/Senna,5,5,0.45
Braum/Jax/Olaf/Rakan/Sejuani/Yone,5,5,0.45
Braum/Jax/Olaf/Rakan/Senna/Seraphine,5,5,0.45
Braum/Jax/Olaf/Rakan/Senna/Twitch,5,5,0.45
Braum/Jax/Olaf/Rakan/Senna/Wukong,5,5,0.56
Braum/Jax/Olaf/Rakan/Senna/Yone,5,5,0.5
Braum/Jax/Olaf/Rakan/Senna/Zeri,5,5,0.5
Braum/Jax/Olaf/Rakan/Seraphine/Yone,5,5,0.45
Braum/Jax/Olaf/Rakan/Sett/Volibear,5,5,0.56
Braum/Jax/Olaf/Rakan/Sett/Yone,5,5,0.5
Braum/Jax/Olaf/Rakan/Twitch/Varus,5,5,0.45
Braum/Jax/Olaf/Rakan/Twitch/Yone,5,5,0.45
Braum/Jax/Olaf/Rell/Rengar/Sejuani,5,5,0.5
Braum/Jax/Olaf/Rell/Sejuani/Yone,5,5,0.5
Braum/Jax/Olaf/Sejuani/Yone/Zac,5,5,0.5
Braum/Jax/Olaf/Twitch/Varus/Wukong,5,5,0.56
Braum/Jax/Olaf/Twitch/Varus/Yone,5,5,0.5
Braum/Jax/Olaf/Twitch/Varus/Zac,5,5,0.5
Braum/Jax/Olaf/Twitch/Yone/Zac,5,5,0.5
Braum/Kai'sa/Karma/Leona/Lillia/Nunu,5,5,0.62
Braum/Kai'sa/Karma/Leona/Lillia/Sejuani,5,5,0.56
Braum/Kai'sa/Karma/Leona/Nunu/Sejuani,5,5,0.62
Braum/Kai'sa/Karma/Leona/Olaf/Yone,5,5,0.62
Braum/Kai'sa/Karma/Lillia/Nasus/Sejuani,5,5,0.56
Braum/Kai'sa/Karma/Lillia/Rakan/Sejuani,5,5,0.5
Braum/Kai'sa/Karma/Lillia/Sejuani/Zac,5,5,0.62
Braum/Kai'sa/Karma/Malphite/Olaf/Zac,5,5,0.71
Braum/Kai'sa/Lee Sin/Leona/Lillia/Nunu,5,5,0.62
Braum/Kai'sa/Lee Sin/Leona/Lillia/Sejuani,5,5,0.56
Braum/Kai'sa/Lee Sin/Leona/Nunu/Sejuani,5,5,0.62
Braum/Kai'sa/Lee Sin/Leona/Olaf/Yone,5,5,0.62
Braum/Kai'sa/Lee Sin/Lillia/Nasus/Sejuani,5,5,0.56
Braum/Kai'sa/Lee Sin/Lillia/Qiyana/Sejuani,5,5,0.56
Braum/Kai'sa/Lee Sin/Lillia/Rakan/Sejuani,5,5,0.5
Braum/Kai'sa/Lee Sin/Lillia/Sejuani/Zac,5,5,0.62
Braum/Kai'sa/Lee Sin/Malphite/Olaf/Zac,5,5,0.71
Braum/Kai'sa/Leona/Lillia/Nunu/Sejuani,5,6,0.62
Braum/Kai'sa/Leona/Lillia/Nunu/Sett,5,5,0.62
Braum/Kai'sa/Leona/Lillia/Nunu/Twitch,5,5,0.56
Braum/Kai'sa/Leona/Lillia/Nunu/Volibear,5,5,0.62
Braum/Kai'sa/Leona/Lillia/Sejuani/Sett,5,5,0.56
Braum/Kai'sa/Leona/Lillia/Sejuani/Volibear,5,5,0.56
Braum/Kai'sa/Leona/Lillia/Sejuani/Yone,5,5,0.56
Braum/Kai'sa/Leona/Malphite/Olaf/Yone,5,5,0.71
Braum/Kai'sa/Leona/Nunu/Olaf/Sejuani,5,5,0.56
Braum/Kai'sa/Leona/Nunu/Sejuani/Volibear,5,5,0.62
Braum/Kai'sa/Leona/Olaf/Sejuani/Yone,5,5,0.56
Braum/Kai'sa/Leona/Olaf/Sett/Yone,5,5,0.62
Braum/Kai'sa/Leona/Olaf/Skarner/Yone,5,5,0.62
Braum/Kai'sa/Leona/Olaf/Sylas/Yone,5,5,0.56
Braum/Kai'sa/Leona/Olaf/Twitch/Yone,5,5,0.56
Braum/Kai'sa/Leona/Olaf/Volibear/Yone,5,5,0.62
Braum/Kai'sa/Lillia/Malphite/Sejuani/Zac,5,5,0.62
Braum/Kai'sa/Lillia/Nasus/Sejuani/Sett,5,5,0.56
Braum/Kai'sa/Lillia/Nasus/Sejuani/Volibear,5,5,0.62
Braum/Kai'sa/Lillia/Nunu/Rakan/Sett,5,5,0.56
Braum/Kai'sa/Lillia/Rakan/Rell/Sett,5,5,0.56
Braum/Kai'sa/Lillia/Rakan/Sejuani/Senna,5,5,0.5
Braum/Kai'sa/Lillia/Rakan/Sejuani/Seraphine,5,5,0.5
Braum/Kai'sa/Lillia/Rakan/Sejuani/Sett,6,6,0.67
Braum/Kai'sa/Lillia/Rakan/Sejuani/Volibear,5,5,0.5
Braum/Kai'sa/Lillia/Rakan/Seraphine/Sett,5,5,0.56
Braum/Kai'sa/Lillia/Rakan/Sett/Twitch,5,5,0.5
Braum/Kai'sa/Lillia/Sejuani/Senna/Sett,5,5,0.56
Braum/Kai'sa/Lillia/Sejuani/Seraphine/Zac,5,5,0.56
Braum/Kai'sa/Lillia/Sejuani/Sett/Zac,5,5,0.62
Braum/Kai'sa/Lillia/Sejuani/Taliyah/Zac,5,5,0.71
Braum/Kai'sa/Lillia/Sejuani/Volibear/Zac,5,5,0.62
Braum/Kai'sa/Lillia/Sejuani/Zac/Zeri,5,5,0.62
Braum/Kai'sa/Malphite/Olaf/Rakan/Seraphine,5,5,0.56
Braum/Kai'sa/Malphite/Olaf/Rakan/Sett,5,5,0.62
Braum/Kai'sa/Malphite/Olaf/Sejuani/Zac,5,5,0.62
Braum/Kai'sa/Malphite/Olaf/Sett/Zac,5,5,0.71
Braum/Kai'sa/Malphite/Olaf/Twitch/Zac,5,5,0.62
Braum/Kai'sa/Malphite/Olaf/Volibear/Zac,5,5,0.71
Braum/Kai'sa/Malphite/Olaf/Wukong/Zac,5,5,0.71
Braum/Kai'sa/Malphite/Olaf/Yone/Zac,5,5,0.71
Braum/Kai'sa/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Braum/Kai'sa/Olaf/Rakan/Sejuani/Sett,5,5,0.5
Braum/Kai'sa/Olaf/Rakan/Seraphine/Sett,5,5,0.56
Braum/Kai'sa/Olaf/Rakan/Sett/Skarner,5,5,0.56
Braum/Kai'sa/Olaf/Rakan/Sett/Sylas,5,5,0.5
Braum/Kai'sa/Olaf/Rakan/Sett/Twitch,5,5,0.5
Braum/Kai'sa/Olaf/Rakan/Sett/Wukong,5,5,0.56
Braum/Kai'sa/Olaf/Rakan/Sett/Yone,5,5,0.56
Braum/Kai'sa/Rakan/Senna/Seraphine/Zeri,5,5,0.62
Braum/Kai'sa/Rakan/Seraphine/Sett/Taliyah,5,5,0.62
Braum/Kai'sa/Rakan/Seraphine/Sett/Zeri,5,5,0.62
Braum/Kai'sa/Rakan/Sett/Twitch/Varus,5,5,0.56
Braum/Kai'sa/Senna/Sett/Zac/Zeri,5,5,0.83
Braum/Karma/Lee Sin/Leona/Lillia/Nunu,5,5,0.62
Braum/Karma/Lee Sin/Leona/Lillia/Sejuani,5,5,0.56
Braum/Karma/Lee Sin/Leona/Nunu/Sejuani,5,5,0.62
Braum/Karma/Lee Sin/Leona/Olaf/Yone,5,5,0.62
Braum/Karma/Lee Sin/Lillia/Nasus/Sejuani,5,5,0.56
Braum/Karma/Lee Sin/Lillia/Qiyana/Sejuani,5,5,0.56
Braum/Karma/Lee Sin/Lillia/Rakan/Sejuani,5,5,0.5
Braum/Karma/Lee Sin/Lillia/Sejuani/Zac,5,5,0.56
Braum/Karma/Leona/Lillia/Nunu/Sejuani,5,6,0.62
Braum/Karma/Leona/Lillia/Nunu/Sett,5,5,0.62
Braum/Karma/Leona/Lillia/Nunu/Twitch,5,5,0.56
Braum/Karma/Leona/Lillia/Nunu/Volibear,5,5,0.62
Braum/Karma/Leona/Lillia/Sejuani/Sett,5,5,0.56
Braum/Karma/Leona/Lillia/Sejuani/Volibear,5,5,0.56
Braum/Karma/Leona/Lillia/Sejuani/Yone,5,5,0.56
Braum/Karma/Leona/Malphite/Olaf/Yone,5,5,0.62
Braum/Karma/Leona/Nunu/Olaf/Sejuani,5,5,0.56
Braum/Karma/Leona/Nunu/Sejuani/Volibear,5,5,0.62
Braum/Karma/Leona/Olaf/Sejuani/Yone,5,5,0.56
Braum/Karma/Leona/Olaf/Sett/Yone,5,5,0.62
Braum/Karma/Leona/Olaf/Skarner/Yone,5,5,0.62
Braum/Karma/Leona/Olaf/Sylas/Yone,5,5,0.56
Braum/Karma/Leona/Olaf/Twitch/Yone,5,5,0.56
Braum/Karma/Leona/Olaf/Volibear/Yone,5,5,0.62
Braum/Karma/Lillia/Nasus/Sejuani/Sett,5,5,0.56
Braum/Karma/Lillia/Nasus/Sejuani/Volibear,5,5,0.62
Braum/Karma/Lillia/Nunu/Rakan/Sett,5,5,0.56
Braum/Karma/Lillia/Rakan/Rell/Sett,5,5,0.56
Braum/Karma/Lillia/Rakan/Sejuani/Senna,5,5,0.5
Braum/Karma/Lillia/Rakan/Sejuani/Seraphine,5,5,0.45
Braum/Karma/Lillia/Rakan/Sejuani/Sett,6,6,0.67
Braum/Karma/Lillia/Rakan/Sejuani/Volibear,5,5,0.5
Braum/Karma/Lillia/Rakan/Seraphine/Sett,5,5,0.5
Braum/Karma/Lillia/Rakan/Sett/Twitch,5,5,0.5
Braum/Karma/Lillia/Sejuani/Senna/Sett,5,5,0.56
Braum/Karma/Lillia/Sejuani/Sett/Zac,5,5,0.56
Braum/Karma/Lillia/Sejuani/Volibear/Zac,5,5,0.56
Braum/Karma/Malphite/Olaf/Rakan/Sett,5,5,0.56
Braum/Karma/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Braum/Karma/Olaf/Rakan/Sejuani/Sett,5,5,0.5
Braum/Karma/Olaf/Rakan/Seraphine/Sett,5,5,0.5
Braum/Karma/Olaf/Rakan/Sett/Skarner,5,5,0.56
Braum/Karma/Olaf/Rakan/Sett/Sylas,5,5,0.5
Braum/Karma/Olaf/Rakan/Sett/Twitch,5,5,0.5
Braum/Karma/Olaf/Rakan/Sett/Wukong,5,5,0.62
Braum/Karma/Olaf/Rakan/Sett/Yone,5,5,0.56
Braum/Karma/Rakan/Sett/Twitch/Varus,5,5,0.56
Braum/Lee Sin/Leona/Lillia/Nunu/Qiyana,5,5,0.62
Braum/Lee Sin/Leona/Lillia/Nunu/Sejuani,5,6,0.62
Braum/Lee Sin/Leona/Lillia/Nunu/Sett,5,5,0.62
Braum/Lee Sin/Leona/Lillia/Nunu/Twitch,5,5,0.56
Braum/Lee Sin/Leona/Lillia/Nunu/Volibear,5,5,0.62
Braum/Lee Sin/Leona/Lillia/Qiyana/Sejuani,5,5,0.56
Braum/Lee Sin/Leona/Lillia/Sejuani/Sett,5,5,0.56
Braum/Lee Sin/Leona/Lillia/Sejuani/Volibear,5,5,0.56
Braum/Lee Sin/Leona/Lillia/Sejuani/Yone,5,5,0.56
Braum/Lee Sin/Leona/Malphite/Olaf/Yone,5,5,0.62
Braum/Lee Sin/Leona/Nunu/Olaf/Sejuani,5,5,0.56
Braum/Lee Sin/Leona/Nunu/Sejuani/Volibear,5,5,0.62
Braum/Lee Sin/Leona/Olaf/Qiyana/Yone,5,5,0.62
Braum/Lee Sin/Leona/Olaf/Sejuani/Yone,5,5,0.56
Braum/Lee Sin/Leona/Olaf/Sett/Yone,5,5,0.62
Braum/Lee Sin/Leona/Olaf/Skarner/Yone,5,5,0.62
Braum/Lee Sin/Leona/Olaf/Sylas/Yone,5,5,0.56
Braum/Lee Sin/Leona/Olaf/Twitch/Yone,5,5,0.56
Braum/Lee Sin/Leona/Olaf/Volibear/Yone,5,5,0.62
Braum/Lee Sin/Lillia/Nasus/Qiyana/Sejuani,5,5,0.56
Braum/Lee Sin/Lillia/Nasus/Sejuani/Sett,5,5,0.56
Braum/Lee Sin/Lillia/Nasus/Sejuani/Volibear,5,5,0.62
Braum/Lee Sin/Lillia/Nunu/Rakan/Sett,5,5,0.56
Braum/Lee Sin/Lillia/Qiyana/Rakan/Sejuani,5,5,0.5
Braum/Lee Sin/Lillia/Qiyana/Rakan/Sett,5,5,0.56
Braum/Lee Sin/Lillia/Qiyana/Rell/Rengar,5,5,0.62
Braum/Lee Sin/Lillia/Qiyana/Rengar/Sejuani,5,5,0.56
Braum/Lee Sin/Lillia/Qiyana/Sejuani/Sett,5,5,0.56
Braum/Lee Sin/Lillia/Qiyana/Sejuani/Volibear,5,5,0.56
Braum/Lee Sin/Lillia/Qiyana/Sejuani/Zac,5,5,0.56
Braum/Lee Sin/Lillia/Rakan/Rell/Sett,5,5,0.56
Braum/Lee Sin/Lillia/Rakan/Sejuani/Senna,5,5,0.5
Braum/Lee Sin/Lillia/Rakan/Sejuani/Seraphine,5,5,0.45
Braum/Lee Sin/Lillia/Rakan/Sejuani/Sett,6,6,0.67
Braum/Lee Sin/Lillia/Rakan/Sejuani/Volibear,5,5,0.5
Braum/Lee Sin/Lillia/Rakan/Seraphine/Sett,5,5,0.5
Braum/Lee Sin/Lillia/Rakan/Sett/Twitch,5,5,0.5
Braum/Lee Sin/Lillia/Sejuani/Senna/Sett,5,5,0.56
Braum/Lee Sin/Lillia/Sejuani/Sett/Zac,5,5,0.56
Braum/Lee Sin/Lillia/Sejuani/Volibear/Zac,5,5,0.56
Braum/Lee Sin/Malphite/Olaf/Rakan/Sett,5,5,0.56
Braum/Lee Sin/Nunu/Olaf/Sejuani/Yone,5,5,0.56
Braum/Lee Sin/Olaf/Qiyana/Rakan/Sett,5,5,0.56
Braum/Lee Sin/Olaf/Rakan/Sejuani/Sett,5,5,0.5
Braum/Lee Sin/Olaf/Rakan/Seraphine/Sett,5,5,0.5
Braum/Lee Sin/Olaf/Rakan/Sett/Skarner,5,5,0.56
Braum/Lee Sin/Olaf/Rakan/Sett/Sylas,5,5,0.5
Braum/Lee Sin/Olaf/Rakan/Sett/Twitch,5,5,0.5
Braum/Lee Sin/Olaf/Rakan/Sett/Wukong,5,5,0.56
Braum/Lee Sin/Olaf/Rakan/Sett/Yone,5,5,0.56
Braum/Lee Sin/Qiyana/Rakan/Rengar/Sett,5,5,0.62
Braum/Lee Sin/Qiyana/Rell/Rengar/Sejuani,5,5,0.62
Braum/Lee Sin/Rakan/Sett/Twitch/Varus,5,5,0.56
Braum/Leona/Lillia/Lux/Nunu/Sejuani,5,6,0.71
Braum/Leona/Lillia/Lux/Nunu/Sylas,5,5,0.62
Braum/Leona/Lillia/Lux/Nunu/Taliyah,5,5,0.71
Braum/Leona/Lillia/Lux/Nunu/Twitch,5,5,0.62
Braum/Leona/Lillia/Lux/Nunu/Vladimir,5,5,0.83
Braum/Leona/Lillia/Lux/Sejuani/Sylas,5,5,0.56
